unique_id,document,tag_0,tag_1,tag_2,source,group,document_length,label
2180,"Why are social marketing strategies important for sustainability?  Social marketing provides an action framework for generating discussion and promoting information, at- titudes, and values that are conducive to long-term behavioral changes in certain populations. Influencing  behavior in individuals can contribute to policy changes within a community-at-large. When beginning  your coalitions social marketing plan, remember to keep the audiences perspective in mind and consider all  potential barriers to behavior change.  For your coalitions social marketing efforts to be successful, you need to know what can motivate a cer- tain population to adopt a desired behavior. When making the choice to change, a person has to make an  exchange, or give one thing up in return for something else. This exchange can be concrete (money) or less  tangible (e.g., improvement in health, social acceptance, or safety). It is important to offer something very  appealing in return for the desired behavior. To plan and implement an integrated social marketing strategy,  it is imperative to remember the 4 Ps of Marketing: product, price, place, and promotion.",STRATEGY IDENTIFICATION,Strategy Action (general),Education and behavior change,S2 - CDC_sustainability_guide,Sustainability,1155,Develop Strategies and Actions
2181,"In response, EPA is issuing Planning for Sustainability: A Handbook for Water and Wastewater Utilities. The  Handbook describes a number of steps utilities can undertake to enhance their existing planning processes to  ensure that water infrastructure investments are cost-effective over their life-cycle, resource efficient, and support  other relevant community goals. Developed after extensive consultation and input from utilities, states, and other  stakeholders, the Handbook is organized around a series of Core Elements, including:  Setting utility sustainability goals and objectives that also support relevant community goals;  Analyzing a range of alternatives, including green infrastructure and other innovative approaches, based  on full life-cycle costs; and  Implementing a financial strategy, including adequate rate structures, to ensure the alternatives selected  are sufficiently funded, operated, maintained, and replaced over time.",GUIDE PURPOSE AND OBJECTIVES,Guide Outcomes,NA,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,953,Set Goals and Objectives
2182,"EPA believes that utilities which incorporate sustainability considerations into planning consistent with the steps in  this Handbook will realize many benefits because they will be able to better:  Optimize environmental, economic, and social benefits by setting goals and selecting projects through a  transparent and inclusive process with the community;  Consistently assess a range of alternatives that address utility and community goals; and  Enhance the long-term technical, financial, and managerial capacity of the utility. Protecting our communities and our precious water resources by sustaining our Nations water infrastructure is a  critical and ongoing challenge. This Handbook is designed to help address this challenge",GUIDE PURPOSE AND OBJECTIVES,Guide Purpose Statement,NA,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,735,Set Goals and Objectives
2185,"This handbook reflects a system-wide approach to planning that can drive a strategic shift from a project-by-project focus to one of utilities as systems. It can drive greater consideration of a utilitys role  within the community or watershed and open up opportunities to achieve water quantity and quality  objectives. Many water infrastructure decisions share interdependencies with housing, transportation,  and other infrastructure, requiring collaboration or pursuit of coordinated strategies to optimize these  investments. A system-wide approach involves utilities looking beyond the fence line to include  community institutions, and the implementation of projects outside the utilitys direct span of control.  There is also an opportunity to discuss collaborative partnerships with other municipal departments and  with neighboring utilities to share information and services, or to plan on a regional basis.",GUIDE PURPOSE AND OBJECTIVES,Guide Purpose Statement,NA,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,918,Set Goals and Objectives
2186,"A number of utilities are also facing challenging and sometimes competing infrastructure priorities  driven by regulatory requirements. This handbook, supplemented by other more specific guidance, can  help utilities consider a range of potential solutions that enable them to efficiently address their most  pressing public health and welfare issues. Utilities that effectively incorporate sustainability  considerations into planning can expect to achieve a number of benefits, including:  Minimizing costs by optimizing investment  choices, operating water and wastewater  systems more efficiently, and pursuing cost- effective investment and management  strategies, such as collaboration and  partnering with neighboring systems to  leverage resources and improve efficiency.   Maximizing results of investments to  ensure a continuing source of water,  treatment, and discharge capacity, as well as  financing capability.  Improving the ability to analyze a range of  alternatives, including (as appropriate) both  traditional and non-traditional infrastructure  alternatives, such as green infrastructure and/or decentralized systems, and selecting the  option or mix of options that best meet the needs of the utility and the community it serves.  Engendering greater support for the utility by recognizing community values and sustainability  priorities.  Ensuring that financial and revenue strategies are adequate to finance, operate, maintain, and  replace essential infrastructure throughout its operational life, while appropriately considering  the needs of disadvantaged households.",GUIDE PURPOSE AND OBJECTIVES,Guide Outcomes,NA,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,1597,Set Goals and Objectives
2187,"This handbook focuses on helping utilities to incorporate sustainability considerations into their existing  planning processes effectively. It will assist them in selecting projects that ensure protection of public  health and water quality, support other relevant community goals, reflect full lifecycle costs, are based  on a robust analysis of alternatives (including conservation or green approaches), and are  implemented through an ongoing self-supporting financial strategy. If utilities are fully undertaking the  actions described in this handbook, they will make decisions that are the most appropriate for the utility  and the community and optimize economic, environmental, and social sustainability.",GUIDE PURPOSE AND OBJECTIVES,Guide Outcomes,NA,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,713,Set Goals and Objectives
2198,"Element Description  Utilities should consider and set sustainability goals to provide a foundation for incorporating  sustainability considerations throughout the planning process. These goals should reflect internal  assessment of sustainability priorities as well as community sustainability priorities identified through  information gathering and consultation with local institutions and stakeholders. Utilities are also  encouraged to engage other municipal departments, as appropriate. For example, there may not be  enough biosolids generated by the utility to cost-effectively operate a digester, but in combination with  organics collected by the solid waste department, there may be enough energy generated to justify a  major equipment purchase.  Ideally, utility consultation with communities  and customers about sustainability goals occurs as part of ongoing engagement about  services, key decisions, and revenue needs.  Information gathering about community  sustainability priorities, however, can take  many forms, from review of existing  community plans or other documents to  direct consultation with community  representatives (e.g., planning agencies,  elected officials, and stakeholder groups).  Sustainability goals are critical for guiding  utilities as they move through the other three  elements to set measurable objectives and  strategies, analyze alternatives, and develop a  financial strategy to support chosen  investments.",COMMUNITY GOAL SETTING AND COORDINATION,Community Goals Identification,NA,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,1459,Set Goals and Objectives
2202,"Building Sustainability Considerations into Goal Setting  For purposes of this handbook, setting sustainability goals at the outset of the planning process should  involve information gathering and, where feasible, consultation with community members or other planning institutions about community sustainability priorities. This activity can take several forms  depending on the utilitys capabilities, needs, and relationship to the community. Figure 2 illustrates a  continuum of different types of up-front information gathering and/or consultation between a utility  and the community.",COMMUNITY GOAL SETTING AND COORDINATION,Community Goals Identification,NA,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,589,Set Goals and Objectives
2203,"The center of the continuum represents more active engagement between the utility and the  community to discuss community sustainability priorities. This engagement can be through meetings  Utility gathers  information from  existing documents  about community  sustainability  priorities Utility actively engages  with community about  community sustainability  priorities Utility partners with  community to jointly  formulate  sustainability priorities  Sustainability GoalsPlanning for Sustainability Page 14 with planning officials, involvement in ongoing community forums about desired growth and  development, or convening stakeholders representing community organizations to better understand  their priorities.  The right hand side of the continuum represents active partnership between the utility and the  community to jointly formulate sustainability goals that both the utility and the community can actively  pursue. Partnerships, either formal or informal, allow the utility and community not just to understand  each others priorities but also to enable each others activities. For example, the water utility that  serves Hidden Valley Lake, California worked over time to enhance drinking water source protection. It  ultimately influenced the nature and location of development through a role in land use permitting  under the direction of the local planning department (see call out box later in this section). Any of the approaches along this continuum can be used depending on the utilitys capacity and  resources, as well as local conditions. Regardless of the approach taken, the following steps can help  utilities effectively engage in consultation at the beginning of the planning process and set sustainability  goals",COMMUNITY GOAL SETTING AND COORDINATION,Community Goals Identification,NA,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,1744,Set Goals and Objectives
2206,"Step 1. Identify sustainability priorities and potential opportunities for the utility Utilities first consider their own sustainability priorities by internally assessing infrastructure and  operations that may provide opportunities for increased sustainability and improved performance. For  example, utilities may want to assess operations using the Effective Utility Management Primer  described in the Introduction to this handbook. Similarly, many aspects of a utilitys asset management  plan can provide useful information for identifying sustainability opportunities. A vulnerability  assessment can pinpoint opportunities for improved system resilience. It can also identify gaps in  technical, managerial, and financial capacity that, when address, can help utilities achieve sustainability  goals. For many utilities, sustainability priorities may focus almost exclusively on strategies for meeting  regulatory requirements or approaches for sustaining existing infrastructure and operations as opposed  to new projects.  Although Step 1 is internally focused, it can be informed by ongoing customer and community  relationships and their expectations about the role and operation of the utility. It can also be informed  by the range of incentives utilities have to become more sustainable, including cost savings, financial  benefits, and alignment with the utilities traditional mission or sustainability policies.",COMMUNITY GOAL SETTING AND COORDINATION,Community Goals Identification,NA,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,1428,Set Goals and Objectives
2207,"Step 2. Identify community  sustainability priorities As a second step, utilities should gather  information to understand broader  community sustainability priorities.  Utilities can utilize planning documents or  ongoing planning efforts to gather relevant  community sustainability priority information, such as transportation plans,  climate action plans, watershed plans, or  community vision documents. As part of considering these plans, utilities  should develop familiarity with the  community-wide priorities these plans  seek to address. Furthermore, utilities  should improve understanding of the institutions (and key contact personnel)  responsible for planning, and  opportunities for involvement in ongoing  planning processes (e.g., as part of  steering committees, or through direct  agency-to-agency dialogue).",COMMUNITY GOAL SETTING AND COORDINATION,Community Goals Identification,NA,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,829,Set Goals and Objectives
2210,"Step 4. Identify and document sustainability goals Regardless of the up-front consultation approach, the utility should document and make available a  description of its process and identify the sustainability goals that emerged from the consultation.  These goals will guide development of the remaining elements, including decisions about infrastructure  investments and other potential utility operational changes. Documentation can also help communicate  sustainability goals to boards, other oversight bodies, and utility employees. As utilities develop goals, maintaining regular communication with stakeholders and relevant regulatory  agencies will help lay the foundation for (and engender support for) subsequent decisions about specific  strategies and investment alternatives. A transparent decision-making process will help utilities gain the  support of the community.",COMMUNITY GOAL SETTING AND COORDINATION,Community Goals Identification,NA,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,882,Set Goals and Objectives
2213,"Step 1. Identify sustainability objectives  Utilities should identify an objective or objectives for each sustainability goal. Any vulnerabilities in  technical, managerial, or financial capacity of the utility that would preclude achieving sustainability  goals should be targeted for specific objectives and strategies. Measuring performance relative to  vulnerabilities is critical to achieving a sustainable course of action.  In some cases, utilities may want to  express sustainability objectives in  terms of specific quantitative  targets. For example, a utility may  want to reduce energy  consumption by 10 percent or  increase water efficiency by 25  percent. In other cases, a utility may want to develop procedural  objectives, such as developing  policies that target infrastructure  investments to existing  communities. Utilities may also  want to establish a procedural  objective to create a level playing  field among optionsincluding  those that are more sustainable.  For example, a utility could set an  objective to evaluate non- traditional project alternatives  (e.g., decentralized wastewater  solutions, green infrastructure for  stormwater, etc.) along with  conventional grey infrastructure  or to evaluate partnership  opportunities in any analysis of  system expansion options.",COMMUNITY GOAL SETTING AND COORDINATION,Community Goals Identification,NA,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,1308,Set Goals and Objectives
2214,"Step 2. Ensure that objectives are SMART The most effective objectives are SMART:  Specific: Utilities specify exactly what they want to achieve  Measurable: Utilities are able to measure whether they are meeting the objectives  Attainable: Utilities can realistically achieve the objective in the time period specified  Realistic: Utilities can achieve the objective with the capacity, funding, and other resources available  Time-based: Utilities set a timeframe for achieving the objective An example of a SMART objective, which was developed by the City of Portland Water Bureau, is: Reduce the bureaus overall electrical use by 5 percent (excluding variation due to weather and  groundwater operation) by July 2012, compared to a 2005-08 baseline. While these objectives clearly establish a target, other types of objectives can be similarly SMART. For  example, a utility could establish an objective to evaluate green infrastructure alternatives for any  proposed infrastructure investment of over $10 million and revisit the investment threshold in five  years. Utilities should strive to set objectives that are achievable and realistic. They may, however, be  operating in an environment where information on their baseline and realistic objectives is lacking. In  this case, utilities may want to set provisional objectives that can be refined later. As part of a continual  improvement process, these objectives may be refined and adapted over time as more information is  gathered and project alternatives are evaluated and selected. For example, a utility may identify current  energy consumption and the relative costs and benefits of energy efficiency alternatives before setting a  specific target. Utilities with low hanging fruit may set an ambitious objective, while utilities with few  remaining low-cost efficiency options may set a more conservative target.",COMMUNITY GOAL SETTING AND COORDINATION,Community Goals Identification,NA,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,1880,Set Goals and Objectives
2216,"Step 4. Identify key strategies Baseline analysis can help utilities identify  general strategies for achieving sustainability  objectives and for conducting in-depth  alternatives analysis (described later in this  handbook). In addition to considering  strategies that would involve new  infrastructure, utilities can consider, where  appropriate, collaboration and partnering  relationships as a way to meet objectives. In  many cases, it may be useful to undertake a  basic brainstorming approach. As utilities begin this step, they should keep in  mind basic tips about brainstorming:  Dont judge, challenge, evaluate, or  criticize suggested strategies;   Emphasize the quantity of ideas, not  quality; and  Put analysis and organization in the background.",STRATEGY IDENTIFICATION,Strategy Selection,NA,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,762,Develop Strategies and Actions
2218,"Element Description  Effectively integrating sustainability goals and objectives into an analysis of infrastructure alternatives is  a critical component of planning. It allows utilities and local officials to make infrastructure decisions  consistent with sustainability goals and objectives best suited for the utility and the community. Alternatives analysis can be conducted at many  scales, from an analysis of system-wide  infrastructure alternatives to specific engineering  decisions about the repair, rehabilitation, or  replacement of specific equipment. The steps  and examples described below focus on project- level alternatives analysis linked to utility goals  and objectives but can be translated to different  scales. For alternatives analysis to be effective, utilities  need to establish explicit and consistent project  selection criteria for each sustainability objective.  Identifying and applying sustainability criteria is  the critical juncture at which utilities choose the  specific economic, environmental, and social  benefits they will weigh in selecting among  alternatives. A replicable, consistent, and  transparent approach will ensure that each  alternative is considered on a level playing field.  When done well, this approach will enable utilities to choose a mix of projects that meets  customers service expectations, optimizes the  sustainability of utility infrastructure and  operations, and supports other community  sustainability priorities whenever feasible. The  selected alternatives will thus represent best  value projects for the utility and for the  community as a whole.",STRATEGY IDENTIFICATION,Strategy Selection,NA,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,1624,Develop Strategies and Actions
2219,"Current Planning Process  Utilities commonly undertake alternatives analysis as part of planning. They then document selected or  recommended alternatives in planning documents. Alternatives often involve the repair, rehabilitation,  or replacement of aging infrastructure or investment in new infrastructure to meet demand growth or regulatory requirements, including those driven by enforcement actions. As typically practiced,  alternatives analysis considers criteria such as technical performance, cost, maintainability, and  reliability. These criteria screen for alternatives that deliver the highest reliable performance at the  lowest overall cost. Conventional alternatives analysis, however, rarely explicitly and consistently  incorporates broader economic, social, and environmental sustainability considerations.",STRATEGY IDENTIFICATION,Strategy Selection,NA,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,826,Develop Strategies and Actions
2220,"Building Sustainability Considerations into Alternatives Analysis  Incorporating sustainability considerations into alternatives analysis may involve the following  adjustments to current planning processes:  Using a broader set of assessment  criteria that explicitly link to the  utilitys specific sustainability goals,  objectives, and other community  priorities, where applicable;  Using a consistent and documented  methodology for evaluating and  comparing projects using the  criteria;  Including specific consideration of  natural or green systems; and  Potentially using other relevant  community input to inform the  assessment methodology (e.g., by  weighting criteria according to  community priorities). The following steps will help utilities incorporate sustainability considerations into alternatives analysis.",STRATEGY IDENTIFICATION,Strategy Selection,NA,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,827,Develop Strategies and Actions
2221,"tep 1. Identify alternatives Utilities should list and describe a broad range of project alternatives that, individually or in  combination, support the stated objectives. Many project alternatives will come from the general  Evaluating Green Infrastructure Alternatives  As part of alternatives analysis, utilities should assess what types  of non-traditional or green infrastructure alternatives may help  achieve objectives. Lack of familiarity or experience with these  alternatives, however, can create challenges. In particular,  utilities may face uncertain operations and maintenance costs for  green infrastructure alternatives. In response, utilities can phase in green infrastructure  investments and then consider further deployment based on  what they learn about effectiveness and cost. In alternatives  analysis, utilities may want to examine a range of deployment  optionsfrom pilot scale to maximum technically achievable and identify the right level of deployment given their needs and  the level of knowledge or uncertainty about green infrastructure.Planning for Sustainability Page 35 strategies identified in Element 2. For example, a facility may have identified source water protection as  a viable strategy for protecting groundwater to meet future demand. In the alternatives analysis, the  utility would evaluate options that specifically identify candidate source water areas, protection  strategies, time frames, and other specific characteristics.",STRATEGY IDENTIFICATION,Strategy Selection,NA,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,1477,Develop Strategies and Actions
2222,"tep 2. Develop sustainability  criteria The criteria used to assess and select  projects in the alternatives analysis  should reflect a utilitys sustainability  objectives identified in Element 2.  Utilities will also likely include criteria  related to other utility objectives  (reliability, risk management, etc.).  Setting and applying project selection  criteria is the critical juncture at which  utilities choose the economic,  environmental, and social benefits they  will weigh in selecting among  alternatives and choosing the mix of  projects that optimizes the sustainability  of utility operations.  Community stakeholder views are also  important when evaluating alternatives.  Where feasible, utilities should consider  using community input to identify  project selection criteria and their  relative importance. For example,  Louisville and Jefferson County  Metropolitan Sewer District in Kentucky convened community stakeholders to  identify community values for analyzing and selecting among options for  reducing wet weather flows. The  community values, which included  public health enhancement and  economic vitality among others, were  used to calculate benefit scores for each  project alternative. These scores were  combined with cost information for a",STRATEGY IDENTIFICATION,Strategy Selection,NA,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,1280,Develop Strategies and Actions
2224,"Step 3. Assess the benefits of each alternative  Each alternative should be analyzed on an individual basis using Step 2 criteria. Different types of  analysis may be appropriate for different plans or for utilities with different levels of capacity. Options  include:  A narrative, qualitative assessment of potential benefits and risks of each alternative (may be  most appropriate for utilities with limited resources or capacity). For example, to develop a capital improvement plan, Bloomington, Indianas water utility qualitatively evaluated several  alternatives according to criteria including redundancy, consequences of a failure, capital and  operations and maintenance costs, and flexibility for expansion.  A qualitative scoring of potential benefits and risks. For example, Louisville and Jefferson  County Metropolitan Sewer District used a -5 to +5 scale to rate alternatives impacts on  ecosystems; the community then calculated an overall score across the criteria. (See Louisville  case study at the end of this section. The Tualatin Valley Water District also used this approach,  as described in a call-out box in this section.)  A quantitative assessment, such as monetizing benefits and risks using economic valuation  techniques. For example, Seattle Public Utilities used economic valuation techniques to  quantify benefits and costs for infrastructure investment alternatives (see the call-out box in this  section).",STRATEGY IDENTIFICATION,Strategy Selection,NA,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,1441,Develop Strategies and Actions
2225,"The evaluation of each alternative should be documented using a common template. To aid  comparison, utilities should use the same methodology for all alternatives. Consistent tools and  templates allow for efficient analysis and documentation of a potentially large number of projects.  A scorecard approach is one way to analyze a range of alternatives across several criteria. This  approach helps utilities organize both qualitative and quantitative information to make decisions.  Implementation can range from fairly simple to complex depending on the number of alternatives  assessed and criteria used. Once developed, it can be reused whenever necessary.",STRATEGY IDENTIFICATION,Strategy Selection,NA,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,662,Develop Strategies and Actions
2226,"Because the utility is utilizing several criteria, a weighting approach can be helpful to provide an overall  score. Utilities may choose to weight each criterion equally, or choose to weight certain criteria more  highly. To weight criteria the utility can distribute a total number of points among criteria. In this  example, the utility distributes ten points among the three criteria. Riparian area protection and odor  control are considered equally importantand more important than construction-related disruptions.  The utility then gives a weight of 4 points each to riparian area protection and odor control, and 2 points  to non-obtrusive construction techniques. (In some casesas in the Louisville example described at the  end of this sectionutilities base their weighting approach on community priorities, increasing the  likelihood of acceptance by the community.)",STRATEGY IDENTIFICATION,Strategy Selection,NA,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,878,Develop Strategies and Actions
2231,"Under Element 4, utilities should use Element 3 cost and asset management program information to  understand how the selected project alternatives affect costs and revenues. This understanding will  inform a financial strategy that ensures adequate revenues to support the investments over their  complete lifecycle. Ideally, this effort builds on an ongoing process of identifying future needs and  planning ahead to finance future investments. The Element 3 alternatives analysis should provide a complete picture of direct capital, operations, and  maintenance costs for selected project(s). The utilitys asset management program will provide full  lifecycle project costs by articulating anticipated operational and maintenance needs and timeframes for  renewal or replacement.",STRATEGY IDENTIFICATION,Strategy Selection,NA,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,781,Develop Strategies and Actions
2234,"Current Planning Practice  Utilities engaged in long-term utility planning processes that result in recommendations for major  capital or operational expenditures typically also develop a supporting capital and operations and  maintenance financing strategy. Conventional practice generally involves the following activities:  Articulation of anticipated project costs (capital, operations, and maintenance) on an annualized net present value basis;  Selection of a project capitalization approach (e.g., capital financing from current revenues,  government grants/loans, or revenue bonds); andPlanning for Sustainability Page 48  Articulation of project-driven revenue requirements (based on costs and capitalization  approach) and the development of a strategy to ensure revenue adequacy. A 2002 EPA study estimated that water utilities face a 20-year operations and maintenance funding gap  of $148 billion for clean water utilities and $161 billion for drinking water utilities.14 A General  Accounting Office report from the same year concluded that over 25 percent of drinking water utilities  and over 40 percent of wastewater utilities did not collect enough in user fees and other local sources of  revenue to cover their full cost of service (including operations and maintenance, debt service,  depreciation, and taxes).15 Building Sustainability Considerations into Financial Strategies  The remainder of this section describes financial strategies to help utilities  close or avoid such funding gaps",STRATEGY IDENTIFICATION,Strategy Action (general),Financing and Funding,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,1512,Develop Strategies and Actions
2235,"For the purposes of this handbook, building a sustainable project financing strategy may involve altering  or emphasizing various aspects of the traditional project financing strategy, as follows:  Ensuring a complete accounting of all project- related capital, operations, maintenance, and  replacement costs on a full lifecycle cost basis  (making sure to account for asset depreciation  and full costing of predictive and preventive  maintenance);  Undertaking a fair and complete comparison of  capital financing alternatives, covering interest,  acquisition, and implementation costs; and  Reviewing and adjusting, as needed, the timing,  amount, and structure of rates, fees, charges,  and other revenue sources consistent with projections for new project related revenue  requirements.",STRATEGY IDENTIFICATION,Strategy Action (general),Financing and Funding,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,792,Develop Strategies and Actions
2237,"Step 2: Account fully for operations and  maintenance costs The selected project alternatives will likely  change overall operations and maintenance  costs for the utility (either up or down).  Although these costs should have been fully  profiled during alternatives analysis, it is  important to thoroughly review the estimates  at this point in the process. This will ensure  revenue requirement estimates are fully  reflective of any changes in O&M costs  resulting from the new project(s). From a project financial sustainability point of  view, asset depreciation is an additional  operating cost area to consider. Establishing a  project depreciation expense, an area of  potential weakness in many revenue adequacy determinations, is critical to estimating revenue  requirements sufficient to replace aging infrastructure. Revenue requirements reflecting depreciation  costs can provide the means to establish and fund repair and replacement accounts. Underfunding predictive and preventive maintenance (i.e., failing to fully estimate costs as part of the  revenue requirements determination) is a key vulnerability of revenue adequacy determinations.  Ongoing condition assessment costs of any new infrastructure also need to be accounted for, consistent  with the utilitys asset management program requirements. Overall, maintenance costs will be unique  to the particular assets involved, but should be driven by the utilitys asset management program, which  will set the type and frequency of desired maintenance. Because underfunding predictive and  preventive maintenance is a common problem, thorough consideration of project maintenance costs  with the underpinning of the utilitys asset management program is critical to ensuring maintenance  needs are fully represented when establishing funding adequacy. A 2002 GAO report estimated that 29  percent of water utilities deferred maintenance due to inadequate funding.",STRATEGY IDENTIFICATION,Strategy Action (general),Financing and Funding,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,1936,Develop Strategies and Actions
2238,"Step 3: Account for the impacts new projects may have on overall utility system costs and  revenues In addition to affecting direct capital,  operations, and maintenance expenses,  selected project alternatives may also  affect overall cost and revenue structure.  To ensure revenue requirements  associated with the new projects are  correctly established, the following  potential impacts should be examined:   Changes in the cost of service to  different classes of customers;   Changes in the utilization and  expense of existing  infrastructure by the addition of  new infrastructure (e.g., bigger  new pipes that bring larger  volume flows to an existing treatment facility);   Changes in the type and utilization rates of personnel;   Changes in the need to provide emergency services; and   Changes in the resiliency of existing infrastructure and facilities (with potential implications for  emergency preparedness and insurance costs).",STRATEGY IDENTIFICATION,Strategy Action (general),Financing and Funding,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,945,Develop Strategies and Actions
2239,"As indicated above, new project(s) may also affect revenues available to the utility. The utility should  therefore examine if the project(s) will affect any of the assumptions used in its revenue projections.  Key areas for consideration are any change to the size of the customer base or to customer utilization  rates. For example, conservation pricing has the potential to decrease utilization rates as customers  conserve water, which may reduce revenues and potentially make them less predictable.17 Step 4: Develop a capital financing strategy Similarly, an  economic downturn can reduce the number of utility customers or their ability to pay. This decreased  rate-paying base can place substantial financial pressure on the utility. An effective capital financing strategy is critical  to the financial sustainability of the selected  project alternatives and the utility system as a  whole. A utility should seek a capital financing  strategy that keeps capital acquisition and  interest costs as low as possible and keeps the  repayment schedule (principal and interest)  consistent with revenue capacity (cash flow).  The mix of financing options used by the utility  and how debt is structured will affect financial  sustainability. There are two basic building  blocks of an effective capital financing strategy:  1) identifying and comparing the full range of  project financing options available, and 2)  managing capital commitments and debt  structure on an ongoing basis consistent with  utility revenue capacity and borrowing conditions.",STRATEGY IDENTIFICATION,Strategy Action (general),Financing and Funding,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,1557,Develop Strategies and Actions
2240,"xamining the Options It is critically important to look at all funding options and carefully consider the differences in financing  costs they represent. Four basic options exist for capitalization of proposed project(s): rates and other  utility direct revenue sources, federal or state loan or subsidy programs, revenue bonds, and state  grants. The mix of capitalization approaches used can substantially affect borrowing costs and  repayment schedules. In general, utilities have two choices when funding new capital investmentsusing revenues to pay as  you go for new investments, or using long-term debt financing. Under a pay as you go approach,  capitalization through utility rates and other revenues does not carry debt financing costs, but it is  typically reserved for routine replacement of existing facilities, system extensions, and basic  improvements that can fit comfortably into annual utility revenue capacity. Major capital replacements",STRATEGY IDENTIFICATION,Strategy Selection,NA,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,957,Develop Strategies and Actions
2245,"Structuring Capital Commitments and Debt Debt structure is the second critical aspect of a financing strategy. It is linked to prevailing borrowing  conditions and the phasing of capital project implementation. A utility, when structuring debt, should  consider prevailing and anticipated future bond market conditions (to the extent that revenue bonds are  an important element of the capital financing approach). Key variables a utility can manage, depending  on conditions, are the timing of borrowing, the amount of each increment of borrowing, and the mix of  interest and principal paid on an annual basis over the life of the repayment schedule. Maintaining  ongoing awareness of bond market conditions can provide refinancing opportunities throughout the life  of the project, particularly in cases where a utility has strategically deferred principal payments as a  result of financing during an unfavorable interest rate climate. Regardless of the public or private  financing option(s) selected, a utility can adjust project phasing, and therefore the associated annual  capital principal and interest cost requirements. Project phasing can smooth revenue requirements  over a several year period and help strike an effective balance with utility revenue capacity over the  debt financing period",STRATEGY IDENTIFICATION,Strategy Action (general),Financing and Funding,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,1306,Develop Strategies and Actions
2246,"Step 5: Determine current revenue adequacy and develop future revenue strategy Steps 1 through 4 will provide the utility with a full accounting of the annualized costs and revenue  impacts of the new projects. This information can be overlaid on the utilitys current revenue  projections to determine revenue adequacy. In some cases, cost savings from new capital projects (e.g.,  from reduced maintenance costs or more efficient operations) and current revenue generation will be  sufficient to cover new debt payments. In other cases, major capital projects may shift cost structures in  a manner that requires increasing revenues, unless rates, in particular, have been previously structured  with future capital project financing needs in mind.",STRATEGY IDENTIFICATION,Strategy Action (general),Financing and Funding,S3 - planning-for-sustainability-water-and-wastewater,Sustainability,749,Develop Strategies and Actions
2247,"Increasingly, many local governments, ranging from towns and cities to counties and regional partnerships, are taking more long-term, comprehensive approaches to economic development, with the goal of improving overall sustainability. They have recognized that planning for a sustainable future can bring real-world present-day benefits to our towns and cities. What are the best sustainability practices currently in use? How can a community move from an idea to a plan to successful action? This handbook, which includes information gathered from more than two dozen cities, towns and counties across the United States, will answer these questions and provide a roadmap for developing effective plans for a sustainable future.",GUIDE PURPOSE AND OBJECTIVES,Guide Purpose Statement,NA,S4 - EPA_planning_for_a_sustainable_future,Sustainability,728,Set Goals and Objectives
2250,"Taking Climate Action and Measuring Car- bon Footprint This guide provides information that will not only in- crease your communitys sustainability, but also help to mitigate the adverse impacts of climate change. Because every community is different, the resources in this guide suggest specific actions to combat cli- mate change that fit your community. The first step in developing the most useful course of action for a community is to create a community action group re- sponsible for climate change issues. The actions this group can take will also increase the sustainability of your municipality and are incorporated in more detail throughout this handbook",GUIDE PURPOSE AND OBJECTIVES,Guide Purpose Statement,NA,S4 - EPA_planning_for_a_sustainable_future,Sustainability,665,Set Goals and Objectives
